#COG functions of genes with Fis binding in early exponential phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b3337	Inorganic_ion_transport_and_metabolism
b3339	Translation_ribosomal_structure_and_biogenesis
b3340	Translation_ribosomal_structure_and_biogenesis
b3341	Translation_ribosomal_structure_and_biogenesis
b3342	Translation_ribosomal_structure_and_biogenesis
b3355	Energy_production_and_conversion
b3356	Posttranslational_modification_protein_turnover_chaperones
b3357	Signal_transduction_mechanisms
b3363	Posttranslational_modification_protein_turnover_chaperones
b3364	Carbohydrate_transport_and_metabolism
b3364	General_function_prediction_only
b3364	Inorganic_ion_transport_and_metabolism
b3364	Amino_acid_transport_and_metabolism
b3365	Energy_production_and_conversion
b3366	General_function_prediction_only
b3366	Inorganic_ion_transport_and_metabolism
b3368	Coenzyme_transport_and_metabolism
b3384	Translation_ribosomal_structure_and_biogenesis
b3385	General_function_prediction_only
b3386	Carbohydrate_transport_and_metabolism
b3387	Replication_recombination_and_repair
b3388	Function_unknown
b3389	Amino_acid_transport_and_metabolism
b3394	Cell_motility
b3394	Intracellular_trafficking_secretion_and_vesicular_transport
b3396	Cell_wall_membrane_envelope_biogenesis
b3403	Energy_production_and_conversion
b3404	Signal_transduction_mechanisms
b3405	Transcription
b3405	Signal_transduction_mechanisms
b3408	Inorganic_ion_transport_and_metabolism
b3409	Inorganic_ion_transport_and_metabolism
b3416	Carbohydrate_transport_and_metabolism
b3423	Carbohydrate_transport_and_metabolism
b3423	Transcription
b3425	Inorganic_ion_transport_and_metabolism
b3426	Energy_production_and_conversion
b3431	Carbohydrate_transport_and_metabolism
b3432	Carbohydrate_transport_and_metabolism
b3433	Amino_acid_transport_and_metabolism
b3434	Intracellular_trafficking_secretion_and_vesicular_transport
b3437	Carbohydrate_transport_and_metabolism
b3439	General_function_prediction_only
b3440	General_function_prediction_only
b3441	General_function_prediction_only
b3441	Transcription
b3455	Amino_acid_transport_and_metabolism
b3456	Amino_acid_transport_and_metabolism
b3457	Amino_acid_transport_and_metabolism
b3458	Amino_acid_transport_and_metabolism
b3461	Transcription
b3470	Posttranslational_modification_protein_turnover_chaperones
b3471	Function_unknown
b3473	Carbohydrate_transport_and_metabolism
b3473	General_function_prediction_only
b3473	Inorganic_ion_transport_and_metabolism
b3473	Amino_acid_transport_and_metabolism
b3501	Transcription
b3503	Inorganic_ion_transport_and_metabolism
b3520	Transcription
b3520	Signal_transduction_mechanisms
b3521	Transcription
b3523	Carbohydrate_transport_and_metabolism
b3523	General_function_prediction_only
b3523	Inorganic_ion_transport_and_metabolism
b3523	Amino_acid_transport_and_metabolism
b3524	Cell_wall_membrane_envelope_biogenesis
b3525	Signal_transduction_mechanisms
b3526	Carbohydrate_transport_and_metabolism
b3527	General_function_prediction_only
b3529	Signal_transduction_mechanisms
b3540	Amino_acid_transport_and_metabolism
b3541	Amino_acid_transport_and_metabolism
b3542	Amino_acid_transport_and_metabolism
b3543	Amino_acid_transport_and_metabolism
b3544	Amino_acid_transport_and_metabolism
b3553	Energy_production_and_conversion
b3553	General_function_prediction_only
b3553	Coenzyme_transport_and_metabolism
b3555	Transcription
b3556	Transcription
b3559	Translation_ribosomal_structure_and_biogenesis
b3560	Translation_ribosomal_structure_and_biogenesis
b3561	Function_unknown
b3571	Carbohydrate_transport_and_metabolism
b3574	Transcription
b3575	Energy_production_and_conversion
b3576	Carbohydrate_transport_and_metabolism
b3577	Carbohydrate_transport_and_metabolism
b3579	Carbohydrate_transport_and_metabolism
b3580	Carbohydrate_transport_and_metabolism
b3581	Carbohydrate_transport_and_metabolism
b3582	Carbohydrate_transport_and_metabolism
b3583	Carbohydrate_transport_and_metabolism
b3590	Translation_ribosomal_structure_and_biogenesis
b3591	Amino_acid_transport_and_metabolism
b3597	Defense_mechanisms
b3599	Carbohydrate_transport_and_metabolism
b3600	Carbohydrate_transport_and_metabolism
b3601	Transcription
b3607	Amino_acid_transport_and_metabolism
b3611	Inorganic_ion_transport_and_metabolism
b3612	Carbohydrate_transport_and_metabolism
b3616	General_function_prediction_only
b3616	Amino_acid_transport_and_metabolism
b3617	Coenzyme_transport_and_metabolism
b3623	Cell_wall_membrane_envelope_biogenesis
b3626	Cell_wall_membrane_envelope_biogenesis
b3627	Cell_wall_membrane_envelope_biogenesis
b3628	Cell_wall_membrane_envelope_biogenesis
b3631	Cell_wall_membrane_envelope_biogenesis
b3632	Cell_wall_membrane_envelope_biogenesis
b3633	Cell_wall_membrane_envelope_biogenesis
b3634	Coenzyme_transport_and_metabolism
b3635	Replication_recombination_and_repair
b3636	Translation_ribosomal_structure_and_biogenesis
b3637	Translation_ribosomal_structure_and_biogenesis
b3638	Replication_recombination_and_repair
b3642	Nucleotide_transport_and_metabolism
b3643	Translation_ribosomal_structure_and_biogenesis
b3644	Function_unknown
b3649	Transcription
b3650	Transcription
b3650	Signal_transduction_mechanisms
b3651	Translation_ribosomal_structure_and_biogenesis
b3652	Transcription
b3652	Replication_recombination_and_repair
b3653	Amino_acid_transport_and_metabolism
b3654	Nucleotide_transport_and_metabolism
b3660	Carbohydrate_transport_and_metabolism
b3660	General_function_prediction_only
b3660	Amino_acid_transport_and_metabolism
b3662	Carbohydrate_transport_and_metabolism
b3667	Carbohydrate_transport_and_metabolism
b3669	Transcription
b3669	Signal_transduction_mechanisms
b3670	Amino_acid_transport_and_metabolism
b3671	Coenzyme_transport_and_metabolism
b3671	Amino_acid_transport_and_metabolism
b3674	General_function_prediction_only
b3676	Function_unknown
b3684	Transcription
b3686	Posttranslational_modification_protein_turnover_chaperones
b3687	Posttranslational_modification_protein_turnover_chaperones
b3693	Carbohydrate_transport_and_metabolism
b3697	General_function_prediction_only
b3700	Replication_recombination_and_repair
b3701	Replication_recombination_and_repair
b3702	Replication_recombination_and_repair
b3703	Translation_ribosomal_structure_and_biogenesis
b3704	Translation_ribosomal_structure_and_biogenesis
b3710	Carbohydrate_transport_and_metabolism
b3710	General_function_prediction_only
b3710	Inorganic_ion_transport_and_metabolism
b3710	Amino_acid_transport_and_metabolism
b3714	General_function_prediction_only
b3715	General_function_prediction_only
b3717	Function_unknown
b3724	Inorganic_ion_transport_and_metabolism
b3725	Inorganic_ion_transport_and_metabolism
b3726	Inorganic_ion_transport_and_metabolism
b3727	Inorganic_ion_transport_and_metabolism
b3728	Inorganic_ion_transport_and_metabolism
b3729	Cell_wall_membrane_envelope_biogenesis
b3730	Cell_wall_membrane_envelope_biogenesis
b3731	Energy_production_and_conversion
b3732	Energy_production_and_conversion
b3733	Energy_production_and_conversion
b3734	Energy_production_and_conversion
b3735	Energy_production_and_conversion
b3736	Energy_production_and_conversion
b3737	Energy_production_and_conversion
b3738	Energy_production_and_conversion
b3739	Energy_production_and_conversion
b3748	Carbohydrate_transport_and_metabolism
b3749	Carbohydrate_transport_and_metabolism
b3750	Carbohydrate_transport_and_metabolism
b3751	Carbohydrate_transport_and_metabolism
b3752	Carbohydrate_transport_and_metabolism
b3753	Transcription
b3754	Carbohydrate_transport_and_metabolism
b3754	General_function_prediction_only
b3754	Inorganic_ion_transport_and_metabolism
b3754	Amino_acid_transport_and_metabolism
b3765	Posttranslational_modification_protein_turnover_chaperones
b3775	Posttranslational_modification_protein_turnover_chaperones
b3780	Translation_ribosomal_structure_and_biogenesis
b3780	Transcription
b3780	Replication_recombination_and_repair
b3783	Transcription
b3784	Cell_wall_membrane_envelope_biogenesis
b3785	Cell_wall_membrane_envelope_biogenesis
b3789	Cell_wall_membrane_envelope_biogenesis
b3791	Cell_wall_membrane_envelope_biogenesis
b3792	General_function_prediction_only
b3794	Cell_wall_membrane_envelope_biogenesis
b3813	Replication_recombination_and_repair
b3827	Carbohydrate_transport_and_metabolism
b3827	General_function_prediction_only
b3827	Amino_acid_transport_and_metabolism
b3831	Nucleotide_transport_and_metabolism
b3832	Function_unknown
b3839	Intracellular_trafficking_secretion_and_vesicular_transport
b3846	Lipid_transport_and_metabolism
b3847	Amino_acid_transport_and_metabolism
b3850	Energy_production_and_conversion
b3850	Coenzyme_transport_and_metabolism
b3866	Function_unknown
b3867	Coenzyme_transport_and_metabolism
b3868	Signal_transduction_mechanisms
b3869	Signal_transduction_mechanisms
b3870	Amino_acid_transport_and_metabolism
b3881	Carbohydrate_transport_and_metabolism
b3882	Lipid_transport_and_metabolism
b3883	Carbohydrate_transport_and_metabolism
b3884	Carbohydrate_transport_and_metabolism
b3884	Transcription
b3902	Carbohydrate_transport_and_metabolism
b3904	Carbohydrate_transport_and_metabolism
b3905	Transcription
b3906	Transcription
b3907	Carbohydrate_transport_and_metabolism
b3907	General_function_prediction_only
b3907	Amino_acid_transport_and_metabolism
b3915	Inorganic_ion_transport_and_metabolism
b3916	Carbohydrate_transport_and_metabolism
b3917	Inorganic_ion_transport_and_metabolism
b3918	Lipid_transport_and_metabolism
b3925	Carbohydrate_transport_and_metabolism
b3926	Energy_production_and_conversion
b3927	Carbohydrate_transport_and_metabolism
b3928	Function_unknown
b3929	Coenzyme_transport_and_metabolism
b3930	Coenzyme_transport_and_metabolism
b3931	Posttranslational_modification_protein_turnover_chaperones
b3932	Posttranslational_modification_protein_turnover_chaperones
b3935	Replication_recombination_and_repair
b3936	Translation_ribosomal_structure_and_biogenesis
b3944	Function_unknown
b3951	Energy_production_and_conversion
b3956	Energy_production_and_conversion
b3961	Transcription
b3962	Energy_production_and_conversion
b3963	Transcription
b3965	Translation_ribosomal_structure_and_biogenesis
b3966	Coenzyme_transport_and_metabolism
b3967	Cell_wall_membrane_envelope_biogenesis
b3972	Cell_wall_membrane_envelope_biogenesis
b3973	Transcription
b3974	Coenzyme_transport_and_metabolism
b3980	Translation_ribosomal_structure_and_biogenesis
b3983	Translation_ribosomal_structure_and_biogenesis
b3984	Translation_ribosomal_structure_and_biogenesis
b3985	Translation_ribosomal_structure_and_biogenesis
b3986	Translation_ribosomal_structure_and_biogenesis
b3987	Transcription
b3988	Transcription
b3990	General_function_prediction_only
b3990	Coenzyme_transport_and_metabolism
b3993	Coenzyme_transport_and_metabolism
b3994	Coenzyme_transport_and_metabolism
b4000	Replication_recombination_and_repair
b4014	Energy_production_and_conversion
b4015	Energy_production_and_conversion
b4016	Signal_transduction_mechanisms
b4018	Transcription
b4019	Amino_acid_transport_and_metabolism
b4024	Amino_acid_transport_and_metabolism
b4025	Carbohydrate_transport_and_metabolism
b4030	Function_unknown
b4032	Carbohydrate_transport_and_metabolism
b4033	Carbohydrate_transport_and_metabolism
b4034	Carbohydrate_transport_and_metabolism
b4035	Carbohydrate_transport_and_metabolism
b4036	Carbohydrate_transport_and_metabolism
b4042	Cell_wall_membrane_envelope_biogenesis
b4055	General_function_prediction_only
b4056	Function_unknown
b4057	Function_unknown
b4058	Replication_recombination_and_repair
b4059	Replication_recombination_and_repair
b4061	Signal_transduction_mechanisms
b4064	General_function_prediction_only
b4067	General_function_prediction_only
b4068	Function_unknown
b4069	Lipid_transport_and_metabolism
b4070	Inorganic_ion_transport_and_metabolism
b4072	Energy_production_and_conversion
b4073	Inorganic_ion_transport_and_metabolism
b4074	Posttranslational_modification_protein_turnover_chaperones
b4075	Posttranslational_modification_protein_turnover_chaperones
b4076	Posttranslational_modification_protein_turnover_chaperones
b4077	Energy_production_and_conversion
b4078	General_function_prediction_only
b4107	Function_unknown
b4111	Carbohydrate_transport_and_metabolism
b4111	General_function_prediction_only
b4111	Inorganic_ion_transport_and_metabolism
b4111	Amino_acid_transport_and_metabolism
b4115	Amino_acid_transport_and_metabolism
b4133	Transcription
b4138	General_function_prediction_only
b4140	General_function_prediction_only
b4141	Amino_acid_transport_and_metabolism
b4142	Posttranslational_modification_protein_turnover_chaperones
b4143	Posttranslational_modification_protein_turnover_chaperones
b4151	Energy_production_and_conversion
b4152	Energy_production_and_conversion
b4153	Energy_production_and_conversion
b4154	Energy_production_and_conversion
b4155	Translation_ribosomal_structure_and_biogenesis
b4176	Function_unknown
b4177	Nucleotide_transport_and_metabolism
b4200	Translation_ribosomal_structure_and_biogenesis
b4201	Replication_recombination_and_repair
b4202	Translation_ribosomal_structure_and_biogenesis
b4203	Translation_ribosomal_structure_and_biogenesis
b4218	General_function_prediction_only
b4219	Posttranslational_modification_protein_turnover_chaperones
b4220	Cell_wall_membrane_envelope_biogenesis
b4221	Function_unknown
b4222	Function_unknown
b4226	Energy_production_and_conversion
b4227	Carbohydrate_transport_and_metabolism
b4230	Carbohydrate_transport_and_metabolism
