#COG functions of genes with H-NS binding in transition to stationary phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b3801	Inorganic_ion_transport_and_metabolism
b3862	Lipid_transport_and_metabolism
b3863	Replication_recombination_and_repair
b3874	Carbohydrate_transport_and_metabolism
b3874	General_function_prediction_only
b3874	Inorganic_ion_transport_and_metabolism
b3874	Amino_acid_transport_and_metabolism
b3878	Carbohydrate_transport_and_metabolism
b3897	Carbohydrate_transport_and_metabolism
b3897	Signal_transduction_mechanisms
b3898	Carbohydrate_transport_and_metabolism
b3900	Carbohydrate_transport_and_metabolism
b3900	Signal_transduction_mechanisms
b3922	Function_unknown
b3923	Signal_transduction_mechanisms
b4017	General_function_prediction_only
b4031	Carbohydrate_transport_and_metabolism
b4031	General_function_prediction_only
b4031	Inorganic_ion_transport_and_metabolism
b4031	Amino_acid_transport_and_metabolism
b4038	Function_unknown
b4040	Coenzyme_transport_and_metabolism
b4049	Translation_ribosomal_structure_and_biogenesis
b4055	General_function_prediction_only
b4061	Signal_transduction_mechanisms
b4066	Function_unknown
b4083	Secondary_metabolites_biosynthesis_transport_and_catabolism
b4108	Inorganic_ion_transport_and_metabolism
b4109	General_function_prediction_only
b4115	Amino_acid_transport_and_metabolism
b4116	Transcription
b4122	Energy_production_and_conversion
b4123	General_function_prediction_only
b4124	Transcription
b4124	Signal_transduction_mechanisms
b4125	Signal_transduction_mechanisms
b4126	Function_unknown
b4127	General_function_prediction_only
b4131	Amino_acid_transport_and_metabolism
b4132	Amino_acid_transport_and_metabolism
b4133	Transcription
b4138	General_function_prediction_only
b4140	General_function_prediction_only
b4156	Amino_acid_transport_and_metabolism
b4181	Function_unknown
b4182	Transcription
b4182	Signal_transduction_mechanisms
b4192	General_function_prediction_only
b4194	Carbohydrate_transport_and_metabolism
b4195	Carbohydrate_transport_and_metabolism
b4195	Signal_transduction_mechanisms
b4196	Carbohydrate_transport_and_metabolism
b4197	Carbohydrate_transport_and_metabolism
b4198	Carbohydrate_transport_and_metabolism
b4205	Transcription
b4213	Nucleotide_transport_and_metabolism
b4214	Inorganic_ion_transport_and_metabolism
b4264	Transcription
b4265	Carbohydrate_transport_and_metabolism
b4265	Amino_acid_transport_and_metabolism
b4266	Secondary_metabolites_biosynthesis_transport_and_catabolism
b4266	General_function_prediction_only
b4266	Lipid_transport_and_metabolism
b4267	General_function_prediction_only
b4267	Amino_acid_transport_and_metabolism
b4268	Carbohydrate_transport_and_metabolism
b4278	Replication_recombination_and_repair
b4280	General_function_prediction_only
b4296	Carbohydrate_transport_and_metabolism
b4296	Amino_acid_transport_and_metabolism
b4297	Carbohydrate_transport_and_metabolism
b4297	Amino_acid_transport_and_metabolism
b4299	Transcription
b4307	General_function_prediction_only
b4308	Replication_recombination_and_repair
b4309	Replication_recombination_and_repair
b4312	Replication_recombination_and_repair
b4313	Replication_recombination_and_repair
b4332	Carbohydrate_transport_and_metabolism
b4332	General_function_prediction_only
b4332	Inorganic_ion_transport_and_metabolism
b4332	Amino_acid_transport_and_metabolism
b4333	Function_unknown
b4336	Function_unknown
b4337	Carbohydrate_transport_and_metabolism
b4337	General_function_prediction_only
b4337	Inorganic_ion_transport_and_metabolism
b4337	Amino_acid_transport_and_metabolism
b4345	Defense_mechanisms
b4356	Carbohydrate_transport_and_metabolism
b4356	General_function_prediction_only
b4356	Inorganic_ion_transport_and_metabolism
b4356	Amino_acid_transport_and_metabolism
b4358	General_function_prediction_only
b4358	Amino_acid_transport_and_metabolism
b4365	Transcription
b4365	Signal_transduction_mechanisms
b4366	Transcription
b4366	Signal_transduction_mechanisms
